date,value
1950-12-01,11.3100
1951-01-01,11.9000
1951-02-01,12.1400
1951-03-01,11.8400
1951-04-01,11.9500
1951-05-01,11.8600
1951-06-01,11.6200
1951-07-01,11.7800
1951-08-01,12.2600
1951-09-01,12.4400
1951-10-01,12.1083
1951-11-01,11.8500
1951-12-01,12.1500
1952-01-01,12.5300
1952-02-01,12.3600
1952-03-01,12.3600
1952-04-01,12.2400
1952-05-01,12.2000
1952-06-01,12.4500
1952-07-01,12.6700
1952-08-01,12.6800
1952-09-01,12.4300
1952-10-01,12.2697
1952-11-01,12.4700
1952-12-01,12.9300
1953-01-01,13.0100
1953-02-01,12.8600
1953-03-01,12.8300
1953-04-01,12.1600
1953-05-01,12.1400
1953-06-01,11.6200
1953-07-01,11.7500
1953-08-01,11.7200
1953-09-01,11.1400
1953-10-01,11.7440
1953-11-01,11.6400
1953-12-01,11.7500
1954-01-01,12.0000
1954-02-01,12.2200
1954-03-01,12.4200
1954-04-01,12.9100
1954-05-01,13.3100
1954-06-01,13.3600
1954-07-01,13.8300
1954-08-01,14.0400
1954-09-01,14.3600
1954-10-01,14.4885
1954-11-01,15.1200
1954-12-01,15.7900
1955-01-01,15.9900
1955-02-01,16.4400
1955-03-01,16.2200
1955-04-01,16.6900
1955-05-01,16.5200
1955-06-01,17.3700
1955-07-01,18.4500
1955-08-01,18.2200
1955-09-01,18.8400
1955-10-01,17.9280
1955-11-01,18.8400
1955-12-01,18.9400
1956-01-01,18.2900
1956-02-01,18.2700
1956-03-01,19.3700
1956-04-01,19.3700
1956-05-01,18.5400
1956-06-01,18.1600
1956-07-01,18.8600
1956-08-01,18.6700
1956-09-01,17.8400
1956-10-01,17.1689
1956-11-01,17.1200
1956-12-01,17.2000
1957-01-01,16.7200
1957-02-01,15.8400
1957-03-01,15.9000
1957-04-01,16.1200
1957-05-01,16.6000
1957-06-01,16.7300
1957-07-01,16.8700
1957-08-01,15.8700
1957-09-01,15.1600
1957-10-01,14.0820
1957-11-01,13.7400
1957-12-01,13.6700
1958-01-01,13.7900
1958-02-01,13.7800
1958-03-01,13.9300
1958-04-01,13.9100
1958-05-01,14.3200
1958-06-01,14.6400
1958-07-01,14.9600
1958-08-01,15.5400
1958-09-01,15.9300
1958-10-01,16.6838
1958-11-01,16.9900
1958-12-01,17.3600
1959-01-01,17.9800
1959-02-01,17.7600
1959-03-01,18.2000
1959-04-01,18.4300
1959-05-01,18.6900
1959-06-01,18.4500
1959-07-01,19.0900
1959-08-01,18.9600
1959-09-01,18.1200
1959-10-01,18.1901
1959-11-01,18.0700
1959-12-01,18.6200
1960-01-01,18.3400
1960-02-01,17.5500
1960-03-01,17.2900
1960-04-01,17.4300
1960-05-01,17.2600
1960-06-01,17.8200
1960-07-01,17.3800
1960-08-01,17.5800
1960-09-01,17.0500
1960-10-01,16.5348
1960-11-01,17.1500
1960-12-01,17.5600
1961-01-01,18.4700
1961-02-01,19.2300
1961-03-01,19.8400
1961-04-01,20.3800
1961-05-01,20.6000
1961-06-01,20.3300
1961-07-01,20.1500
1961-08-01,20.9400
1961-09-01,20.7100
1961-10-01,21.1378
1961-11-01,21.8600
1961-12-01,22.0400
1962-01-01,21.2000
